class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
a,0.14553190767765045,0.6004751920700073,-3.904439438429108e-07,0.2459956407546997,0.5543886423110962,-0.02226826176047325,0.3147718906402588,0.4471459984779358,-0.0285637304186821,0.34240028262138367,0.34270626306533813,-0.03779718279838562,0.37400317192077637,0.26672399044036865,-0.04443065822124481,0.26386529207229614,0.34492790699005127,0.008694632910192013,0.292088121175766,0.30294424295425415,-0.03134513273835182,0.28301864862442017,0.3893148899078369,-0.058919791132211685,0.26669156551361084,0.45665571093559265,-0.06926129758358002,0.21130666136741638,0.3388204872608185,0.00782686471939087,0.24001961946487427,0.3121887743473053,-0.03435063734650612,0.23088859021663666,0.4083380699157715,-0.0508122444152832,0.21469387412071228,0.47740593552589417,-0.05153055489063263,0.15904755890369415,0.3430796265602112,-0.0007252857321873307,0.1904575526714325,0.3234419822692871,-0.044004153460264206,0.18762482702732086,0.41398143768310547,-0.04001918435096741,0.17687824368476868,0.4775342345237732,-0.02491309493780136,0.10395194590091705,0.35663312673568726,-0.010990684852004051,0.14249563217163086,0.3374791145324707,-0.03939853236079216,0.1456478238105774,0.4112051725387573,-0.031221361830830574,0.13849499821662903,0.4639115631580353,-0.015999268740415573
a,0.18970541656017303,0.5801986455917358,-4.25001303483441e-07,0.27918609976768494,0.5382202863693237,-0.016131145879626274,0.34735241532325745,0.4355437755584717,-0.02022220380604267,0.3780082166194916,0.33683717250823975,-0.028507927432656288,0.4106285870075226,0.26241666078567505,-0.03585439547896385,0.31425735354423523,0.340362548828125,0.013933072797954082,0.3352348208427429,0.30060720443725586,-0.022544600069522858,0.3195377588272095,0.3749712407588959,-0.047793228179216385,0.3001444339752197,0.4444960057735443,-0.05554331839084625,0.2632094919681549,0.33280259370803833,0.011873062700033188,0.2863530218601227,0.29534196853637695,-0.025772737339138985,0.2686532437801361,0.3870638310909271,-0.03890087828040123,0.25321900844573975,0.46491843461990356,-0.036010727286338806,0.2081989198923111,0.3339189887046814,0.002963437233120203,0.23338747024536133,0.30501189827919006,-0.03704555332660675,0.22368116676807404,0.3980281949043274,-0.0327860563993454,0.2137966752052307,0.47122058272361755,-0.01592562533915043,0.14793622493743896,0.3424956798553467,-0.0069092088378965855,0.18170523643493652,0.30963805317878723,-0.03275134786963463,0.1852552592754364,0.3869722783565521,-0.023107217624783516,0.1802222728729248,0.44863295555114746,-0.005933080799877644
a,0.23245002329349518,0.5702531933784485,-2.8227219672771753e-07,0.3224947452545166,0.5290843844413757,-0.019612032920122147,0.39693042635917664,0.4415157437324524,-0.02637277916073799,0.4355778694152832,0.3527040183544159,-0.03679555281996727,0.4710531234741211,0.2823340892791748,-0.045499566942453384,0.3607975244522095,0.35634326934814453,0.011646679602563381,0.38711926341056824,0.31522005796432495,-0.027155570685863495,0.37370121479034424,0.3755936026573181,-0.05374424159526825,0.3552255928516388,0.43740034103393555,-0.062088556587696075,0.3117685914039612,0.3415054380893707,0.009242487139999866,0.34262630343437195,0.29944804310798645,-0.0312856063246727,0.32628750801086426,0.3796687126159668,-0.046356573700904846,0.31109610199928284,0.45234131813049316,-0.0440339557826519,0.25952857732772827,0.33388978242874146,-0.0005927095771767199,0.291337788105011,0.3067460060119629,-0.04163616523146629,0.2808283567428589,0.39409971237182617,-0.03805619105696678,0.27042287588119507,0.46405234932899475,-0.021095197647809982,0.2030230462551117,0.33420857787132263,-0.012218225747346878,0.2379281222820282,0.30973535776138306,-0.03806055709719658,0.23934175074100494,0.38335520029067993,-0.029013846069574356,0.23383314907550812,0.4416324496269226,-0.012141117826104164
a,0.24494631588459015,0.562436580657959,-2.3483029565340985e-07,0.3319682478904724,0.5261009335517883,-0.022027771919965744,0.4019646644592285,0.43545401096343994,-0.02793060429394245,0.4385755658149719,0.3481619954109192,-0.03633687272667885,0.47029900550842285,0.2763260006904602,-0.04318957403302193,0.36259394884109497,0.3569117486476898,0.005508824251592159,0.3848313093185425,0.31833332777023315,-0.033524882048368454,0.37069088220596313,0.38136592507362366,-0.05957167595624924,0.3545464277267456,0.4426721930503845,-0.06781245023012161,0.314109206199646,0.34578120708465576,0.004458501469343901,0.34117692708969116,0.30209559202194214,-0.03698639199137688,0.32678720355033875,0.38193005323410034,-0.05144338682293892,0.31290605664253235,0.4553377032279968,-0.049121104180812836,0.26164305210113525,0.3411322236061096,-0.0038954552728682756,0.29197365045547485,0.3092814087867737,-0.04684094712138176,0.28334563970565796,0.395240843296051,-0.043923910707235336,0.2727523744106293,0.465426504611969,-0.02749418467283249,0.20527175068855286,0.3425115644931793,-0.013887745328247547,0.23974575102329254,0.3164670467376709,-0.0422019436955452,0.24118536710739136,0.38633492588996887,-0.03481180593371391,0.2344483733177185,0.4441080093383789,-0.019325407221913338
a,0.26371288299560547,0.5546618700027466,-2.2005519895174075e-07,0.3479185700416565,0.5260801911354065,-0.02330179698765278,0.4196213185787201,0.435818076133728,-0.030026327818632126,0.458587110042572,0.3506299555301666,-0.03853975236415863,0.49206438660621643,0.28275737166404724,-0.04469029977917671,0.38347744941711426,0.36345839500427246,0.0001190031980513595,0.4135010838508606,0.3154335021972656,-0.03942238539457321,0.4004627466201782,0.3745485246181488,-0.06266359239816666,0.381935179233551,0.43635547161102295,-0.06847631931304932,0.33832961320877075,0.3485347628593445,-0.0005027191364206374,0.3706294000148773,0.30044126510620117,-0.04485854506492615,0.35093528032302856,0.3836877644062042,-0.05780799314379692,0.33316534757614136,0.45703914761543274,-0.05258994549512863,0.2886168956756592,0.3402194082736969,-0.00823541171848774,0.32226353883743286,0.3083382844924927,-0.053214218467473984,0.30668509006500244,0.39794477820396423,-0.048267245292663574,0.2917662560939789,0.4657716751098633,-0.02920805849134922,0.23418274521827698,0.3364641070365906,-0.017772948369383812,0.2706696689128876,0.31397777795791626,-0.048111192882061005,0.26834189891815186,0.3860204815864563,-0.040564246475696564,0.2596244812011719,0.4398954212665558,-0.024030126631259918
a,0.27491652965545654,0.5514613389968872,-2.102517129287662e-07,0.36137959361076355,0.5208154916763306,-0.02225208468735218,0.42976346611976624,0.4363461136817932,-0.027871523052453995,0.4644063711166382,0.3507508933544159,-0.03560004010796547,0.4916052222251892,0.27716970443725586,-0.041175492107868195,0.3942289352416992,0.36296138167381287,0.003954092971980572,0.4214686155319214,0.3196171820163727,-0.03519432619214058,0.4068627655506134,0.3775654435157776,-0.058651383966207504,0.3895918130874634,0.43796706199645996,-0.06496904790401459,0.3474794626235962,0.34714028239250183,0.0027238146867603064,0.37941527366638184,0.30029550194740295,-0.04218047112226486,0.3602011501789093,0.38240233063697815,-0.05631757155060768,0.3432060480117798,0.45874977111816406,-0.051866549998521805,0.2971669137477875,0.3373650312423706,-0.005642243195325136,0.3305839002132416,0.31005018949508667,-0.05278950557112694,0.31520918011665344,0.4008549749851227,-0.04927477985620499,0.30111998319625854,0.4708687961101532,-0.030539600178599358,0.2425248920917511,0.3330598473548889,-0.015495861880481243,0.2795420289039612,0.31632930040359497,-0.04780317470431328,0.2755911648273468,0.3900151550769806,-0.041061561554670334,0.2665052115917206,0.4451804757118225,-0.02473732829093933
a,0.2748004198074341,0.5517005920410156,-1.9221945990466338e-07,0.3597489893436432,0.5207825899124146,-0.02500678412616253,0.4285629093647003,0.4335269629955292,-0.03157516196370125,0.4631819725036621,0.3467957675457001,-0.039475757628679276,0.49071452021598816,0.273764967918396,-0.04517507925629616,0.39320608973503113,0.35814160108566284,0.0024250796996057034,0.41849344968795776,0.32011744379997253,-0.037981875240802765,0.4043898284435272,0.37916097044944763,-0.06300655752420425,0.3881755471229553,0.4382190406322479,-0.07026343792676926,0.3471236824989319,0.34378087520599365,0.0023770697880536318,0.3777521252632141,0.29950183629989624,-0.0437922403216362,0.3588530719280243,0.38073718547821045,-0.0592782162129879,0.3421769440174103,0.45589083433151245,-0.05535193532705307,0.29756349325180054,0.3351747989654541,-0.005058489739894867,0.32922205328941345,0.3087383508682251,-0.05362411215901375,0.3134806156158447,0.3978768289089203,-0.05134759470820427,0.29938527941703796,0.4673231244087219,-0.03285190090537071,0.24316969513893127,0.331437885761261,-0.01412507425993681,0.2784273326396942,0.31509485840797424,-0.047906871885061264,0.2747640609741211,0.3886277973651886,-0.042123351246118546,0.2666844129562378,0.44448333978652954,-0.02592012844979763
a,0.2833911180496216,0.5507373809814453,-2.508577949811297e-07,0.36978262662887573,0.5211716890335083,-0.02119405008852482,0.43686920404434204,0.44002392888069153,-0.025220755487680435,0.4681326746940613,0.3568432331085205,-0.031674712896347046,0.48980748653411865,0.2824851870536804,-0.035792481154203415,0.4018304944038391,0.36804091930389404,0.007368023507297039,0.43033891916275024,0.3218962550163269,-0.029223736375570297,0.4151613414287567,0.3817536532878876,-0.051409583538770676,0.3977876603603363,0.4403388500213623,-0.057174526154994965,0.3587861657142639,0.3535896837711334,0.006887426134198904,0.3893005847930908,0.3142813444137573,-0.03672977536916733,0.36734142899513245,0.3956907093524933,-0.05089787393808365,0.3483901023864746,0.46675458550453186,-0.046532124280929565,0.31109678745269775,0.34463194012641907,-0.0006569083780050278,0.34399354457855225,0.31871646642684937,-0.04506726935505867,0.3258651793003082,0.40650999546051025,-0.04156612604856491,0.30987080931663513,0.4732363820075989,-0.023397909477353096,0.25832512974739075,0.33866220712661743,-0.009827163070440292,0.29236871004104614,0.32413333654403687,-0.03987881913781166,0.2866748571395874,0.3942200839519501,-0.03363673761487007,0.27693232893943787,0.44552603363990784,-0.01794801466166973
a,0.2837750315666199,0.5565015077590942,-2.5437614681322884e-07,0.3698440492153168,0.5288019180297852,-0.023168563842773438,0.43774861097335815,0.4451465904712677,-0.027414459735155106,0.4680406451225281,0.359660804271698,-0.033612120896577835,0.4862116277217865,0.2831994891166687,-0.037213027477264404,0.4037437438964844,0.3745078444480896,0.004406813066452742,0.4326379895210266,0.32815268635749817,-0.03345267102122307,0.4157523512840271,0.38824403285980225,-0.05531204864382744,0.3973197937011719,0.44804149866104126,-0.060648124665021896,0.3589743673801422,0.3589603006839752,0.004595890641212463,0.39021793007850647,0.31877824664115906,-0.04077000170946121,0.3673970103263855,0.4004371762275696,-0.05471203476190567,0.349015474319458,0.4726063907146454,-0.050013989210128784,0.3110288679599762,0.34898775815963745,-0.002531778533011675,0.34290945529937744,0.3241115212440491,-0.04925904422998428,0.3243829905986786,0.41270911693573,-0.04594685882329941,0.309643417596817,0.4808349013328552,-0.027428103610873222,0.25842320919036865,0.34226176142692566,-0.011373364366590977,0.2933354079723358,0.3298163115978241,-0.04332396015524864,0.2886582612991333,0.4006081819534302,-0.03800588473677635,0.2812262773513794,0.4525737464427948,-0.02276000566780567
a,0.27872559428215027,0.5565164685249329,-2.2096159568718576e-07,0.366556316614151,0.530909538269043,-0.02581053413450718,0.43288367986679077,0.4449499845504761,-0.031012969091534615,0.46288183331489563,0.357042521238327,-0.03781717270612717,0.48269227147102356,0.2815392017364502,-0.041682444512844086,0.4002119302749634,0.3755163848400116,0.004274219740182161,0.4291834831237793,0.3323954939842224,-0.038541268557310104,0.41156041622161865,0.3912017345428467,-0.0646740198135376,0.392974317073822,0.45062384009361267,-0.07245328277349472,0.3550718426704407,0.3590811789035797,0.005072115454822779,0.3877262473106384,0.31882187724113464,-0.04666915163397789,0.36514437198638916,0.4016365110874176,-0.06400914490222931,0.3472136855125427,0.47723013162612915,-0.06007898971438408,0.30806392431259155,0.34795430302619934,-0.002084657782688737,0.34165576100349426,0.32590264081954956,-0.05462510883808136,0.32281383872032166,0.41521626710891724,-0.05318708345293999,0.30724629759788513,0.483677476644516,-0.034050144255161285,0.25579318404197693,0.3384927213191986,-0.01114784274250269,0.29179859161376953,0.33223897218704224,-0.047305215150117874,0.2866848409175873,0.40499478578567505,-0.04376884922385216,0.27931201457977295,0.4572705626487732,-0.028596485033631325
a,0.283488929271698,0.5568006634712219,-2.378666721369882e-07,0.36898961663246155,0.5299963355064392,-0.022492457181215286,0.4342791438102722,0.44710811972618103,-0.026815230026841164,0.4637969136238098,0.3608808219432831,-0.0332120843231678,0.48251572251319885,0.28468748927116394,-0.03704673796892166,0.40351489186286926,0.3765091896057129,0.005859806668013334,0.4310128390789032,0.332367479801178,-0.03313190117478371,0.41246920824050903,0.3925028145313263,-0.05644947662949562,0.3932594358921051,0.45262232422828674,-0.06267904490232468,0.3586815297603607,0.3597091734409332,0.005758614744991064,0.38911956548690796,0.31902652978897095,-0.040711257606744766,0.365749716758728,0.40120676159858704,-0.055599745362997055,0.34744423627853394,0.4754455089569092,-0.05108806490898132,0.31060707569122314,0.3491591215133667,-0.0015809249598532915,0.3425127863883972,0.32652872800827026,-0.04920684173703194,0.3235466182231903,0.4157542288303375,-0.04610706865787506,0.3081353008747101,0.48406732082366943,-0.027303017675876617,0.25792765617370605,0.34187549352645874,-0.010530900210142136,0.292008638381958,0.33400946855545044,-0.043515510857105255,0.2859889268875122,0.40632230043411255,-0.038341861218214035,0.2778652310371399,0.4583934545516968,-0.022749871015548706
a,0.27062150835990906,0.5560163259506226,-2.8990990585953114e-07,0.353274941444397,0.5311393737792969,-0.022303828969597816,0.4187101125717163,0.4435957968235016,-0.0264348853379488,0.44967350363731384,0.3564111590385437,-0.03207634389400482,0.4718049168586731,0.2822117805480957,-0.03536146506667137,0.3904590606689453,0.3715779185295105,0.004379667341709137,0.41909682750701904,0.32871541380882263,-0.03313739225268364,0.39956673979759216,0.389457106590271,-0.0555107444524765,0.3779944181442261,0.44838589429855347,-0.06127937138080597,0.34638941287994385,0.3566640615463257,0.004786883946508169,0.377937376499176,0.31860220432281494,-0.03696219623088837,0.3542477786540985,0.39999446272850037,-0.04980625584721565,0.3337959945201874,0.468562513589859,-0.04534182325005531,0.2992216944694519,0.34867599606513977,-0.001940993475727737,0.3320021331310272,0.3226802349090576,-0.04639076441526413,0.31265929341316223,0.412069708108902,-0.042578842490911484,0.2963871359825134,0.47724848985671997,-0.02444230020046234,0.24733251333236694,0.3448532819747925,-0.010100912302732468,0.2799896001815796,0.3323749899864197,-0.041001852601766586,0.2743724286556244,0.40511539578437805,-0.035240158438682556,0.2665072977542877,0.455959290266037,-0.019972939044237137
